RoID,fclass,Name,bridge,tunnel,ClassZn2,Shape_Leng
4851,residential,未命名,F,F,6,469.43
4852,residential,未命名,F,F,6,410.13
4853,residential,未命名,F,F,6,526.44
4854,residential,未命名,F,F,6,522.93
4855,residential,未命名,F,F,6,624.24
4856,residential,未命名,F,F,6,1544.57
4857,residential,未命名,F,F,6,862.03
4858,residential,双小路,F,F,6,1420.35
4859,residential,徐辛庄路,F,F,6,410.92
4860,residential,未命名,F,F,6,510.28
4861,residential,未命名,F,F,6,1027.2
4862,residential,未命名,F,F,6,799.29
4863,residential,彩和坊西小街,F,F,6,104.28
4864,residential,未命名,F,F,6,185.31
4865,residential,未命名,F,F,6,631.78
4866,residential,未命名,F,F,6,769.61
4867,residential,未命名,F,F,6,1339.37
4868,residential,未命名,F,F,6,601.05
4869,residential,未命名,F,F,6,586.25
4870,residential,未命名,F,F,6,187.31
4871,residential,未命名,F,F,6,165
4872,residential,常营中路,F,F,6,533.5
4873,residential,未命名,T,F,6,35.17
4874,residential,未命名,F,F,6,3449.89
4875,residential,未命名,F,F,6,298.21
4876,residential,未命名,F,F,6,140.98
4877,residential,未命名,F,F,6,2788.29
4878,residential,未命名,F,F,6,60.05
4879,residential,未命名,F,F,6,729.77
4880,residential,未命名,F,F,6,603.16
4881,residential,未命名,F,F,6,727.03
4882,residential,未命名,F,F,6,245.92
4883,residential,未命名,F,F,6,196.1
4884,residential,未命名,F,F,6,323.78
4885,residential,未命名,F,F,6,98.34
4886,residential,未命名,F,F,6,170.45
4887,residential,未命名,F,F,6,210.95
4888,residential,未命名,F,F,6,125.94
4889,residential,永顺北街,F,F,6,1153.01
4890,residential,草房路,F,F,6,1069.8
4891,residential,未命名,F,F,6,308.69
4892,residential,未命名,F,F,6,1284.97
4893,residential,未命名,F,F,6,1357.69
4894,residential,未命名,F,F,6,267.47
4895,residential,未命名,F,F,6,263.36
4896,residential,五里桥一街,F,F,6,800.73
4897,residential,未命名,F,F,6,372.97
4898,residential,未命名,F,F,6,761.02
4899,residential,未命名,F,F,6,401.84
4900,residential,未命名,F,F,6,1028.06
4901,residential,未命名,F,F,6,520.43
4902,residential,未命名,F,F,6,1934.92
4903,residential,未命名,F,F,6,374.7
4904,residential,未命名,F,F,6,282.91
4905,residential,未命名,F,F,6,299.07
4906,residential,未命名,F,F,6,1284.33
4907,residential,未命名,F,F,6,269.21
4908,residential,未命名,F,F,6,128.79
4909,residential,松林街,F,F,6,557.63
4910,residential,未命名,F,F,6,280.15
4911,residential,未命名,F,F,6,234.84
4912,residential,金蝉小街,F,F,6,182.07
4913,residential,金蝉西街,F,F,6,102.41
4914,residential,史村路,F,F,6,1265.13
4915,residential,四合路,F,F,6,329.29
4916,residential,博兴十路,F,F,6,523.49
4917,residential,未命名,F,F,6,352.06
4918,residential,未命名,F,F,6,314.68
4919,residential,未命名,F,F,6,464.98
4920,residential,未命名,T,F,6,41.24
4921,residential,未命名,F,F,6,55.29
4922,residential,未命名,F,F,6,41.85
4923,residential,未命名,F,F,6,281.86
4924,residential,未命名,F,F,6,220.3
4925,residential,未命名,F,F,6,61.99
4926,residential,未命名,F,F,6,753.17
4927,residential,未命名,F,F,6,624.57
4928,residential,未命名,F,F,6,823.66
4929,residential,未命名,F,F,6,446.81
4930,residential,未命名,F,F,6,834.3
4931,residential,未命名,F,F,6,170.92
4932,residential,未命名,F,F,6,205.07
4933,residential,未命名,F,F,6,873.46
4934,residential,未命名,F,F,6,315.66
4935,residential,未命名,F,F,6,395.06
4936,residential,未命名,F,F,6,705.38
4937,residential,未命名,F,F,6,934.24
4938,residential,未命名,F,F,6,450.38
4939,residential,未命名,F,F,6,713.34
4940,residential,未命名,F,F,6,1020.57
4941,residential,未命名,F,F,6,1567.04
4942,residential,未命名,F,F,6,1693.74
4943,residential,未命名,F,F,6,242.09
4944,residential,未命名,F,F,6,1293
4945,residential,未命名,F,F,6,304.01
4946,residential,未命名,F,F,6,341.33
4947,residential,未命名,F,F,6,493.63
4948,residential,未命名,F,F,6,340.5
4949,residential,未命名,F,F,6,900.84
4950,residential,未命名,F,F,6,1124.3
4951,residential,张家庄西南路,F,F,6,1158.24
4952,residential,未命名,F,F,6,587.81
4953,residential,未命名,F,F,6,1913.53
4954,residential,友谊路,F,F,6,510.12
4955,residential,未命名,F,F,6,1161.7
4956,residential,未命名,F,F,6,136.23
4957,residential,未命名,F,F,6,128.67
4958,residential,未命名,F,F,6,1688.73
4959,residential,未命名,F,F,6,1372.78
4960,residential,未命名,F,F,6,1039.02
4961,residential,未命名,F,F,6,176.52
4962,residential,未命名,F,F,6,474.33
4963,residential,未命名,F,F,6,393.98
4964,residential,未命名,F,F,6,405.54
4965,residential,未命名,F,F,6,370.62
4966,residential,铺外二路,F,F,6,3966.99
4967,residential,未命名,F,F,6,797.07
4968,residential,未命名,F,F,6,735.38
4969,residential,未命名,F,F,6,587.48
4970,residential,未命名,F,F,6,87.77
4971,residential,未命名,F,F,6,142.17
4972,residential,未命名,F,F,6,407.08
4973,residential,未命名,F,F,6,269.63
4974,residential,万盛中三街,F,F,6,722.77
4975,residential,未命名,F,F,6,702.91
4976,residential,未命名,F,F,6,418.93
4977,residential,学府树中街,F,F,6,240.57
4978,residential,学府树北街,F,F,6,268.23
4979,residential,未命名,F,F,6,332.43
4980,residential,未命名,F,F,6,346.08
4981,residential,未命名,F,F,6,238.44
4982,residential,未命名,F,F,6,199.76
4983,residential,未命名,F,F,6,405.68
4984,residential,未命名,F,F,6,360.49
4985,residential,未命名,F,F,6,170.96
4986,residential,未命名,F,F,6,3558.45
4987,residential,未命名,F,F,6,426.26
4988,residential,未命名,F,F,6,425.86
4989,residential,未命名,F,F,6,708.93
4990,residential,未命名,F,F,6,833.48
4991,residential,未命名,F,F,6,445.44
4992,residential,未命名,F,F,6,538.95
4993,residential,未命名,F,F,6,639.21
4994,residential,未命名,F,F,6,641.28
4995,residential,未命名,F,F,6,1108.14
4996,residential,未命名,F,F,6,635.26
4997,residential,未命名,F,F,6,2385.75
4998,residential,景盛南一街,F,F,6,563.04
4999,residential,未命名,F,F,6,92.55
5000,residential,未命名,F,F,6,198.75
5001,residential,未命名,F,F,6,480.43
5002,residential,未命名,F,F,6,56.08
5003,residential,未命名,F,F,6,222.5
5004,residential,未命名,F,F,6,138.27
5005,residential,未命名,F,F,6,101.38
5006,residential,未命名,F,F,6,259.38
5007,residential,未命名,F,F,6,198.31
5008,residential,未命名,F,F,6,179.84
5009,residential,未命名,F,F,6,69.35
5010,residential,未命名,F,F,6,124.4
5011,residential,未命名,F,F,6,222.79
5012,residential,未命名,F,F,6,259.53
5013,residential,未命名,F,F,6,251.8
5014,residential,未命名,F,F,6,111.72
5015,residential,未命名,F,F,6,152.22
5016,residential,未命名,F,F,6,159.16
5017,residential,未命名,F,F,6,185.09
5018,residential,未命名,F,F,6,287.79
5019,residential,未命名,F,F,6,248.88
5020,residential,未命名,F,F,6,229.95
5021,residential,未命名,F,F,6,343.78
5022,residential,未命名,F,F,6,466.01
5023,residential,未命名,F,F,6,193.43
5024,residential,未命名,F,F,6,396.54
5025,residential,未命名,F,F,6,392.96
5026,residential,未命名,F,F,6,597.05
5027,residential,未命名,F,F,6,270.81
5028,residential,未命名,F,F,6,226.75
5029,residential,未命名,F,F,6,190.24
5030,residential,未命名,F,F,6,345.19
5031,residential,未命名,F,F,6,493.37
5032,residential,未命名,F,F,6,592.98
5033,residential,未命名,F,F,6,608.12
5034,residential,未命名,F,F,6,216.39
5035,residential,未命名,F,F,6,293.73
5036,residential,未命名,F,F,6,137.68
5037,residential,未命名,F,F,6,65.73
5038,residential,未命名,F,F,6,317.91
5039,residential,未命名,F,F,6,641.2
5040,residential,采林路,F,F,6,90.61
5041,residential,未命名,F,F,6,2972.64
5042,residential,未命名,F,F,6,315.59
5043,residential,未命名,F,F,6,499
5044,residential,未命名,F,F,6,308.7
5045,residential,未命名,F,F,6,314.09
5046,residential,未命名,F,F,6,706.31
5047,residential,未命名,F,F,6,1924.18
5048,residential,未命名,F,F,6,488.76
5049,residential,未命名,F,F,6,1034.16
5050,residential,未命名,F,F,6,1573.95
5051,residential,未命名,F,F,6,744.53
5052,residential,未命名,F,F,6,359.59
5053,residential,未命名,F,F,6,280.08
5054,residential,未命名,F,F,6,208.57
5055,residential,未命名,F,F,6,540.02
5056,residential,未命名,F,F,6,634.64
5057,residential,未命名,F,F,6,129.64
5058,residential,未命名,F,F,6,593.37
5059,residential,未命名,F,F,6,1236.21
5060,residential,未命名,F,F,6,180.83
5061,residential,未命名,F,F,6,180.5
5062,residential,未命名,F,F,6,477.93
5063,residential,未命名,F,F,6,277.04
5064,residential,未命名,F,F,6,289.48
5065,residential,未命名,F,F,6,217.72
5066,residential,未命名,F,F,6,260.27
5067,residential,未命名,F,F,6,495.29
5068,residential,未命名,F,F,6,274.75
5069,residential,未命名,F,F,6,705.57
5070,residential,未命名,F,F,6,285.02
5071,residential,未命名,F,F,6,348.5
5072,residential,未命名,F,F,6,705.26
5073,residential,未命名,F,F,6,436.5
5074,residential,未命名,F,F,6,3400.24
5075,residential,未命名,F,F,6,446.44
5076,residential,未命名,F,F,6,313.71
5077,residential,未命名,F,F,6,354.01
5078,residential,未命名,F,F,6,180.34
5079,residential,未命名,F,F,6,405.42
5080,residential,未命名,F,F,6,69.1
5081,residential,未命名,F,F,6,70.06
5082,residential,未命名,F,F,6,255.6
5083,residential,未命名,F,F,6,197.15
5084,residential,未命名,F,F,6,94.7
5085,residential,未命名,F,F,6,584.11
5086,residential,未命名,F,F,6,1044.37
5087,residential,未命名,F,F,6,104.26
5088,residential,北二里庄路,F,F,6,253.56
5089,residential,未命名,F,F,6,527.35
5090,residential,未命名,F,F,6,659.33
5091,residential,未命名,F,F,6,710.67
5092,residential,未命名,F,F,6,1015.63
5093,residential,未命名,F,F,6,1209.71
5094,residential,未命名,F,F,6,1235.35
5095,residential,未命名,F,F,6,1871.44
5096,residential,未命名,F,F,6,237.97
5097,residential,未命名,F,F,6,165.93
5098,residential,未命名,F,F,6,267.74
5099,residential,未命名,F,F,6,131.27
5100,residential,未命名,F,F,6,454.35
5101,residential,未命名,F,F,6,490.58
5102,residential,未命名,F,F,6,150.45
5103,residential,未命名,F,F,6,675.66
5104,residential,未命名,F,F,6,547.91
5105,residential,未命名,F,F,6,1920.63
5106,residential,未命名,F,F,6,2506.35
5107,residential,未命名,F,F,6,407.61
5108,residential,未命名,F,F,6,303.68
5109,residential,未命名,F,F,6,318.49
5110,residential,未命名,F,F,6,1646.04
5111,residential,未命名,F,F,6,288.93
5112,residential,未命名,F,F,6,1689.86
5113,residential,未命名,F,F,6,1879.63
5114,residential,未命名,F,F,6,367.52
5115,residential,未命名,F,F,6,318.95
5116,residential,未命名,F,F,6,1596.43
5117,residential,未命名,F,F,6,1040.46
5118,residential,未命名,F,F,6,510.07
5119,residential,泰河一街,F,F,6,25.2
5120,residential,未命名,F,F,6,289.89
5121,residential,未命名,F,F,6,514.25
5122,residential,未命名,F,F,6,2255.94
5123,residential,未命名,F,F,6,862.21
5124,residential,未命名,F,F,6,327.55
5125,residential,未命名,F,F,6,380.99
5126,residential,未命名,F,F,6,590.31
5127,residential,未命名,F,F,6,213.4
5128,residential,未命名,F,F,6,384.32
5129,residential,姚辛庄西路,F,F,6,275.82
5130,residential,未命名,F,F,6,378.98
5131,residential,未命名,F,F,6,909.31
5132,residential,未命名,F,F,6,437.66
5133,residential,未命名,F,F,6,184.79
5134,residential,未命名,F,F,6,327.69
5135,residential,未命名,F,F,6,255.45
5136,residential,未命名,F,F,6,98.13
5137,residential,未命名,F,F,6,551.28
5138,residential,未命名,F,F,6,1090.3
5139,residential,未命名,F,F,6,335.76
5140,residential,未命名,F,F,6,718.63
5141,residential,未命名,F,F,6,590.9
5142,residential,未命名,T,F,6,24.74
5143,residential,未命名,F,F,6,443.45
5144,residential,未命名,F,F,6,401.87
5145,residential,未命名,F,F,6,123.38
5146,residential,未命名,F,F,6,242.4
5147,residential,未命名,F,F,6,287.64
5148,residential,未命名,F,F,6,222.08
5149,residential,未命名,F,F,6,120.88
5150,residential,未命名,F,F,6,334.2
5151,residential,未命名,F,F,6,203.71
5152,residential,未命名,F,F,6,632.42
5153,residential,工业区三路,F,F,6,600.43
5154,residential,未命名,F,F,6,387.73
5155,residential,未命名,F,F,6,547.8
5156,residential,未命名,F,F,6,340.75
5157,residential,未命名,F,F,6,628.71
5158,residential,未命名,F,F,6,1457.33
5159,residential,未命名,F,F,6,306.74
5160,residential,未命名,F,F,6,345.23
5161,residential,未命名,F,F,6,289.74
5162,residential,未命名,F,F,6,320.24
5163,residential,未命名,F,F,6,1001.63
5164,residential,未命名,F,F,6,2402.3
5165,residential,榆兴路,F,F,6,534.85
5166,residential,未命名,F,F,6,145.29
5167,residential,未命名,F,F,6,179.27
5168,residential,未命名,F,F,6,102.19
5169,residential,未命名,F,F,6,190.66
5170,residential,未命名,F,F,6,264.78
5171,residential,未命名,F,F,6,216.19
5172,residential,未命名,F,F,6,291.92
5173,residential,未命名,F,F,6,397.94
5174,residential,未命名,F,F,6,53.36
5175,residential,未命名,F,F,6,7.56
5176,residential,未命名,F,F,6,291.5
5177,residential,未命名,F,F,6,421.43
5178,residential,未命名,F,F,6,245.19
5179,residential,未命名,F,F,6,299.02
5180,residential,未命名,F,F,6,554.87
5181,residential,未命名,F,F,6,209.08
5182,residential,未命名,F,F,6,19.4
5183,residential,未命名,F,F,6,24.13
5184,residential,未命名,F,F,6,27.6
5185,residential,未命名,F,F,6,38.26
5186,residential,未命名,F,F,6,45.41
5187,residential,未命名,F,F,6,35.35
5188,residential,未命名,F,F,6,43.11
5189,residential,未命名,F,F,6,60.2
5190,residential,未命名,F,F,6,50.93
5191,residential,未命名,F,F,6,59.66
5192,residential,未命名,F,F,6,95.93
5193,residential,未命名,F,F,6,95.81
5194,residential,未命名,F,F,6,110.94
5195,residential,未命名,F,F,6,186.76
5196,residential,未命名,F,F,6,147.24
5197,residential,未命名,F,F,6,303.27
5198,residential,未命名,F,F,6,518.81
5199,residential,未命名,F,F,6,357.24
5200,residential,顺安路,F,F,6,720.95
5201,residential,未命名,F,F,6,474.3
5202,residential,未命名,F,F,6,218.54
5203,residential,未命名,F,F,6,537.62
5204,residential,未命名,F,F,6,1466.75
5205,residential,未命名,F,F,6,328.04
5206,residential,未命名,F,F,6,136.3
5207,residential,未命名,F,F,6,248.47
5208,residential,未命名,F,F,6,66.92
5209,residential,未命名,F,F,6,334.22
5210,residential,未命名,F,F,6,340.11
5211,residential,未命名,F,F,6,390.63
5212,residential,未命名,F,F,6,148.35
5213,residential,未命名,F,F,6,140.31
5214,residential,胜古北路,F,F,6,652.16
5215,residential,未命名,F,F,6,147.82
5216,residential,未命名,F,F,6,416.26
5217,residential,未命名,F,F,6,701.18
5218,residential,未命名,F,F,6,225.75
5219,residential,月河街,F,F,6,298.6
5220,residential,未命名,F,F,6,210.33
5221,residential,景恒街,F,F,6,239.43
5222,residential,未命名,F,F,6,512.02
5223,residential,未命名,F,F,6,443.16
5224,residential,未命名,F,F,6,711.12
5225,residential,未命名,F,F,6,413.85
5226,residential,未命名,F,F,6,528.86
5227,residential,未命名,F,F,6,339.48
5228,residential,未命名,F,F,6,1046.15
5229,residential,未命名,F,F,6,576.91
5230,residential,未命名,F,F,6,396.34
5231,residential,未命名,F,F,6,268.12
5232,residential,未命名,F,F,6,698.06
5233,residential,未命名,F,F,6,1701.73
5234,residential,未命名,F,F,6,549.65
5235,residential,未命名,F,F,6,1170.39
5236,residential,雅秀西路,F,F,6,231.49
5237,residential,未命名,F,F,6,380.33
5238,residential,未命名,F,F,6,84.93
5239,residential,未命名,F,F,6,206.09
5240,residential,未命名,F,F,6,235.96
5241,residential,未命名,F,F,6,451.53
5242,residential,未命名,F,F,6,87.18
5243,residential,未命名,F,F,6,782.22
5244,residential,未命名,T,F,6,46.05
5245,residential,未命名,F,F,6,101.57
5246,residential,未命名,F,F,6,368.99
5247,residential,未命名,F,F,6,14.09
5248,residential,未命名,F,F,6,118.19
5249,residential,未命名,F,F,6,1158.2
5250,residential,未命名,F,F,6,158.47
5251,residential,未命名,F,F,6,1099.52
5252,residential,未命名,F,F,6,153.63
5253,residential,未命名,F,F,6,138.5
5254,residential,未命名,F,F,6,139.72
5255,residential,未命名,F,F,6,155.11
5256,residential,未命名,F,F,6,296.73
5257,residential,未命名,F,F,6,723.25
5258,residential,未命名,F,F,6,400.86
5259,residential,未命名,F,F,6,544.13
5260,residential,未命名,F,F,6,75.01
5261,residential,未命名,F,F,6,78.85
5262,residential,未命名,F,F,6,64.04
5263,residential,未命名,F,F,6,137
5264,residential,未命名,F,F,6,187.87
5265,residential,未命名,F,F,6,358.68
5266,residential,陆港大街,F,F,6,522.05
5267,residential,未命名,F,F,6,243.63
5268,residential,未命名,F,F,6,252.08
5269,residential,上园村路,F,F,6,355.45
5270,residential,传习路,F,F,6,121.25
5271,residential,知行大道,F,F,6,314.84
5272,residential,未命名,F,F,6,10.16
5273,residential,辅仁路,F,F,6,391.99
5274,residential,未命名,F,F,6,127.46
5275,residential,未命名,F,F,6,87.37
5276,residential,未命名,F,F,6,263.84
5277,residential,未命名,F,F,6,107.34
5278,residential,未命名,F,F,6,246.97
5279,residential,未命名,F,F,6,350.94
5280,residential,未命名,F,F,6,313.55
5281,residential,未命名,F,F,6,201.21
5282,residential,未命名,F,T,6,100.82
5283,residential,未命名,F,F,6,78.58
5284,residential,未命名,F,F,6,880.46
5285,residential,未命名,F,F,6,250.6
5286,residential,未命名,F,F,6,76.74
5287,residential,未命名,F,F,6,531.66
5288,residential,未命名,F,F,6,75.48
5289,residential,未命名,F,F,6,541.23
5290,residential,未命名,F,F,6,112.05
5291,residential,未命名,F,F,6,304.2
5292,residential,未命名,F,F,6,199.28
5293,residential,未命名,F,F,6,248.35
5294,residential,未命名,F,F,6,404.48
5295,residential,未命名,F,F,6,542.28
5296,residential,未命名,F,F,6,345.08
5297,residential,未命名,F,F,6,904.21
5298,residential,未命名,F,F,6,247.65
5299,residential,未命名,F,F,6,366.56
5300,residential,未命名,F,F,6,65.46
5301,residential,未命名,F,F,6,66.8
5302,residential,未命名,F,F,6,491.17
5303,residential,自来水厂北路,F,F,6,260.77
5304,residential,未命名,F,F,6,76.4
5305,residential,未命名,F,F,6,94.14
5306,residential,钱粮北路,F,F,6,464.06
5307,residential,义宾街,F,F,6,345.51
5308,residential,未命名,F,F,6,7705.66
5309,residential,未命名,F,F,6,1115.37
5310,residential,未命名,F,F,6,1480.1
5311,residential,未命名,F,F,6,1961.83
5312,residential,未命名,F,F,6,103.08
5313,residential,未命名,F,F,6,722.55
5314,residential,未命名,F,F,6,270.25
5315,residential,未命名,F,F,6,308.72
5316,residential,未命名,F,F,6,680.4
5317,residential,未命名,F,F,6,380.51
5318,residential,未命名,F,F,6,1465.5
5319,residential,未命名,F,F,6,2130.67
5320,residential,未命名,F,F,6,47.9
5321,residential,未命名,F,F,6,58.43
5322,residential,未命名,F,F,6,55.94
5323,residential,未命名,F,F,6,174.82
5324,residential,未命名,F,F,6,280.03
5325,residential,未命名,F,F,6,120.1
5326,residential,未命名,F,F,6,123.12
5327,residential,未命名,F,F,6,336.37
5328,residential,未命名,F,F,6,2108.53
5329,residential,未命名,F,F,6,270.31
5330,residential,未命名,F,F,6,732.03
5331,residential,未命名,F,F,6,383.48
5332,residential,未命名,F,F,6,407.38
5333,residential,未命名,F,F,6,549.21
5334,residential,未命名,F,F,6,542.42
5335,residential,未命名,F,F,6,734.66
5336,residential,未命名,T,F,6,53.24
5337,residential,未命名,F,F,6,65.69
5338,residential,未命名,F,F,6,349.65
5339,residential,未命名,F,F,6,550.1
5340,residential,未命名,F,F,6,283.95
5341,residential,未命名,F,F,6,191.47
5342,residential,未命名,F,F,6,259.12
5343,residential,未命名,F,F,6,170.65
5344,residential,未命名,F,F,6,322.44
5345,residential,未命名,F,F,6,261.48
5346,residential,未命名,F,F,6,1577.61
5347,residential,未命名,F,F,6,247.21
5348,residential,未命名,F,F,6,245.84
5349,residential,未命名,F,F,6,535.63
5350,residential,未命名,F,F,6,418.92
5351,residential,未命名,F,F,6,565.98
5352,residential,未命名,F,F,6,366.35
5353,residential,未命名,F,F,6,145.96
5354,residential,未命名,F,F,6,431.77
5355,residential,未命名,F,F,6,843.41
5356,residential,未命名,F,F,6,287.3
5357,residential,未命名,F,F,6,288.14
5358,residential,未命名,F,F,6,409.76
5359,residential,未命名,F,F,6,387.22
5360,residential,未命名,F,F,6,317.11
5361,residential,未命名,F,F,6,329.84
5362,residential,未命名,F,F,6,182.82
5363,residential,未命名,F,F,6,223.75
5364,residential,未命名,F,F,6,68.88
5365,residential,未命名,F,F,6,133.75
5366,residential,未命名,F,F,6,404.52
5367,residential,吴玉章路,F,F,6,379.29
5368,residential,未命名,F,F,6,1116.16
5369,residential,未命名,F,F,6,568.26
5370,residential,未命名,F,F,6,1230.73
5371,residential,未命名,F,F,6,716.13
5372,residential,未命名,F,F,6,394.05
5373,residential,未命名,F,F,6,43.18
5374,residential,未命名,F,F,6,43.98
5375,residential,未命名,F,F,6,206.89
5376,residential,未命名,F,F,6,558.87
5377,residential,未命名,F,F,6,950.53
5378,residential,未命名,F,F,6,815.91
5379,residential,未命名,F,F,6,619.88
5380,residential,未命名,F,F,6,269.03
5381,residential,未命名,F,F,6,432.89
5382,residential,未命名,F,F,6,431.79
5383,residential,未命名,F,F,6,202.81
5384,residential,兴政南巷,F,F,6,276.94
5385,residential,红楼南巷,F,F,6,268.27
5386,residential,红楼西巷,F,F,6,431.71
5387,residential,未命名,F,F,6,144.76
5388,residential,未命名,F,F,6,176.27
5389,residential,未命名,F,F,6,467.94
5390,residential,未命名,F,F,6,401.63
5391,residential,未命名,F,F,6,410.7
5392,residential,未命名,F,F,6,393.46
5393,residential,未命名,F,F,6,383.62
5394,residential,未命名,F,F,6,705.2
5395,residential,未命名,F,F,6,326.17
5396,residential,未命名,F,F,6,489.69
5397,residential,未命名,F,F,6,676.5
5398,residential,未命名,F,F,6,926.35
5399,residential,茂林居北侧路,F,F,6,406.62
5400,residential,冠城园东街,F,F,6,209.71
5401,residential,冠城园西街,F,F,6,209.03
5402,residential,民族小学北侧路,F,F,6,434.54
5403,residential,马甸西路,F,F,6,421.32
5404,residential,未命名,F,F,6,798.4
5405,residential,局里路,F,F,6,60.32
5406,residential,局里路,T,F,6,57.1
5407,residential,局里路,F,F,6,524.76
5408,residential,未命名,F,F,6,339.34
5409,residential,未命名,F,F,6,576.23
5410,residential,未命名,F,F,6,664.54
5411,residential,未命名,F,F,6,1771.72
5412,residential,未命名,F,F,6,67.95
5413,residential,未命名,F,F,6,611.72
5414,residential,未命名,F,F,6,250.76
5415,residential,未命名,F,F,6,140.28
5416,residential,未命名,F,F,6,282.55
5417,residential,未命名,F,F,6,87.56
5418,residential,未命名,F,F,6,299.95
5419,residential,未命名,F,F,6,81.79
5420,residential,未命名,F,F,6,109.1
5421,residential,未命名,F,F,6,270.6
5422,residential,未命名,F,F,6,866.15
5423,residential,未命名,F,F,6,201.22
5424,residential,未命名,F,F,6,338.44
5425,residential,未命名,F,F,6,202.54
5426,residential,未命名,F,F,6,314.7
5427,residential,未命名,F,F,6,206.13
5428,residential,未命名,F,F,6,536.64
5429,residential,未命名,F,F,6,1487.24
5430,residential,未命名,F,F,6,130.17
5431,residential,未命名,F,F,6,129.21
5432,residential,未命名,F,F,6,539.4
5433,residential,未命名,F,F,6,729.65
5434,residential,未命名,F,F,6,286.99
5435,residential,未命名,F,F,6,154.7
5436,residential,未命名,F,F,6,252
5437,residential,未命名,F,F,6,816.09
5438,residential,未命名,F,F,6,335.81
5439,residential,未命名,F,F,6,130.94
5440,residential,未命名,F,F,6,1246.86
5441,residential,未命名,F,F,6,694.07
5442,residential,未命名,F,F,6,410.49
5443,residential,未命名,F,F,6,94.69
5444,residential,未命名,F,F,6,106.3
5445,residential,未命名,F,F,6,94.67
5446,residential,未命名,F,F,6,414.41
5447,residential,未命名,F,F,6,12.93
5448,residential,未命名,F,F,6,151.85
5449,residential,未命名,F,F,6,202
5450,residential,未命名,F,F,6,72.6
5451,residential,未命名,F,F,6,273.15
5452,residential,未命名,F,F,6,2644.9
5453,residential,未命名,F,F,6,314.92
5454,residential,Y005,F,F,6,698.16
5455,residential,未命名,F,F,6,828.52
5456,residential,未命名,F,F,6,314.37
5457,residential,未命名,F,F,6,2993.63
5458,residential,未命名,F,T,6,53.64
5459,residential,甘露园南里路,F,F,6,1125.86
5460,residential,未命名,F,F,6,225.93
5461,residential,未命名,F,F,6,369.72
5462,residential,未命名,F,F,6,239.18
5463,residential,未命名,F,F,6,21.49
5464,residential,未命名,F,F,6,39.87
5465,residential,未命名,F,F,6,269.76
5466,residential,未命名,F,F,6,866.19
5467,residential,未命名,F,F,6,843.59
5468,residential,未命名,F,F,6,402.68
5469,residential,未命名,F,F,6,178.95
5470,residential,未命名,F,F,6,1146.22
5471,residential,未命名,F,F,6,559.88
5472,residential,未命名,F,F,6,551.36
5473,residential,未命名,F,F,6,467.5
5474,residential,未命名,F,F,6,741.56
5475,residential,未命名,F,F,6,650.56
5476,residential,未命名,F,F,6,156.87
5477,residential,未命名,F,F,6,111.74
5478,residential,未命名,F,F,6,116.53
5479,residential,未命名,F,F,6,169.14
5480,residential,未命名,F,F,6,86.43
5481,residential,未命名,F,F,6,301.95
5482,residential,未命名,F,F,6,108.24
5483,residential,未命名,F,F,6,665.42
5484,residential,未命名,F,F,6,810.97
5485,residential,未命名,F,F,6,760.8
5486,residential,未命名,F,F,6,237.52
5487,residential,未命名,F,F,6,171.63
5488,residential,未命名,F,F,6,173.18
5489,residential,未命名,F,F,6,170.15
5490,residential,未命名,F,F,6,171.3
5491,residential,未命名,F,F,6,479.94
5492,residential,未命名,F,F,6,184.28
5493,residential,未命名,F,F,6,645.78
5494,residential,未命名,F,F,6,45.97
5495,residential,未命名,F,F,6,577.68
5496,residential,未命名,F,F,6,231.11
5497,residential,未命名,F,F,6,304.68
5498,residential,未命名,F,F,6,142.85
5499,residential,未命名,F,F,6,283.53
5500,residential,未命名,F,F,6,45.49
5501,residential,未命名,F,F,6,265.05
5502,residential,未命名,F,F,6,82.85
5503,residential,未命名,F,F,6,232.87
5504,residential,未命名,F,F,6,278.88
5505,residential,未命名,F,F,6,504.83
5506,residential,未命名,F,F,6,235.78
5507,residential,未命名,F,F,6,60.67
5508,residential,未命名,F,F,6,421.37
5509,residential,未命名,F,F,6,304.35
5510,residential,未命名,F,F,6,441.77
5511,residential,未命名,F,F,6,150.14
5512,residential,未命名,F,F,6,589.47
5513,residential,未命名,F,F,6,185.83
5514,residential,未命名,F,F,6,323.39
5515,residential,未命名,F,F,6,386.24
5516,residential,未命名,F,F,6,507.53
5517,residential,未命名,F,F,6,395.42
5518,residential,未命名,F,F,6,632.35
5519,residential,未命名,F,F,6,254.16
5520,residential,未命名,F,F,6,326.38
5521,residential,未命名,F,F,6,253.23
5522,residential,未命名,F,F,6,280.24
5523,residential,未命名,F,F,6,339.35
5524,residential,未命名,F,F,6,63.76
5525,residential,东四头条,F,F,6,161.12
5526,residential,西羊管胡同,F,F,6,274.77
5527,residential,未命名,F,F,6,157.75
5528,residential,南口袋胡同,F,F,6,125.02
5529,residential,大甜水井胡同,F,F,6,346.97
5530,residential,南桥湾街,F,F,6,179.95
5531,residential,金鱼池街,F,F,6,307.58
5532,residential,西晓市街,F,F,6,222.86
5533,residential,香椿胡同,F,F,6,97.56
5534,residential,未命名,F,F,6,482.41
5535,residential,未命名,F,F,6,570.81
5536,residential,未命名,F,F,6,850.1
5537,residential,未命名,F,F,6,709.48
5538,residential,芳草地北巷,F,F,6,373.41
